CMDLINE ./build.x86_64-fc28-gcc82-o2g/bin/SExtractor --config-file /home/aalvarez/Work/Data/sextractorxx_19k.config --threads-nb=4
MEM 2.027344 1550055050.9092
MEM 31.914062 1550055051.0095
MEM 43.195312 1550055051.1098
MEM 54.171875 1550055051.2101
MEM 65.000000 1550055051.3104
MEM 67.835938 1550055051.4108
MEM 83.562500 1550055051.5111
MEM 83.562500 1550055051.6114
MEM 102.382812 1550055051.7118
MEM 102.382812 1550055051.8121
MEM 113.984375 1550055051.9124
MEM 121.203125 1550055052.0128
MEM 126.617188 1550055052.1131
MEM 140.023438 1550055052.2134
MEM 140.023438 1550055052.3137
MEM 158.843750 1550055052.4140
MEM 158.843750 1550055052.5144
MEM 174.312500 1550055052.6148
MEM 177.664062 1550055052.7151
MEM 187.460938 1550055052.8154
MEM 196.484375 1550055052.9158
MEM 196.484375 1550055053.0161
MEM 215.046875 1550055053.1164
MEM 215.046875 1550055053.2167
MEM 226.390625 1550055053.3181
MEM 233.867188 1550055053.4194
MEM 233.867188 1550055053.5201
MEM 251.398438 1550055053.6206
MEM 252.687500 1550055053.7209
MEM 260.164062 1550055053.8212
MEM 271.507812 1550055053.9216
MEM 272.539062 1550055054.0218
MEM 290.328125 1550055054.1231
MEM 290.328125 1550055054.2235
MEM 302.960938 1550055054.3239
MEM 309.148438 1550055054.4242
MEM 317.140625 1550055054.5245
MEM 327.968750 1550055054.6248
MEM 328.226562 1550055054.7257
MEM 346.531250 1550055054.8260
MEM 346.531250 1550055054.9263
MEM 359.679688 1550055055.0267
MEM 365.351562 1550055055.1270
MEM 373.343750 1550055055.2273
MEM 384.171875 1550055055.3276
MEM 384.945312 1550055055.4279
MEM 402.992188 1550055055.5282
MEM 402.992188 1550055055.6284
MEM 418.718750 1550055055.7288
MEM 421.812500 1550055055.8292
MEM 430.320312 1550055055.9296
MEM 440.632812 1550055056.0299
MEM 441.406250 1550055056.1302
MEM 459.453125 1550055056.2306
MEM 459.453125 1550055056.3308
MEM 476.726562 1550055056.4312
MEM 478.273438 1550055056.5315
MEM 489.101562 1550055056.6319
MEM 496.835938 1550055056.7322
MEM 501.734375 1550055056.8330
MEM 515.656250 1550055056.9334
MEM 515.656250 1550055057.0336
MEM 533.445312 1550055057.1339
MEM 534.476562 1550055057.2343
MEM 547.625000 1550055057.3346
MEM 553.296875 1550055057.4349
MEM 559.484375 1550055057.5353
MEM 559.484375 1550055057.6356
MEM 559.484375 1550055057.7359
MEM 559.484375 1550055057.8363
MEM 559.484375 1550055057.9366
MEM 559.484375 1550055058.0369
MEM 559.484375 1550055058.1372
MEM 559.484375 1550055058.2375
MEM 559.484375 1550055058.3379
MEM 559.484375 1550055058.4383
MEM 559.484375 1550055058.5386
MEM 559.484375 1550055058.6389
MEM 559.484375 1550055058.7392
MEM 559.484375 1550055058.8395
MEM 559.484375 1550055058.9399
MEM 559.484375 1550055059.0402
MEM 559.484375 1550055059.1405
MEM 559.484375 1550055059.2408
MEM 559.484375 1550055059.3411
MEM 559.484375 1550055059.4414
MEM 559.742188 1550055059.5418
MEM 559.742188 1550055059.6421
MEM 559.742188 1550055059.7424
MEM 559.742188 1550055059.8428
MEM 559.742188 1550055059.9431
MEM 559.742188 1550055060.0434
MEM 559.742188 1550055060.1438
MEM 559.742188 1550055060.2441
MEM 559.742188 1550055060.3445
MEM 559.742188 1550055060.4449
MEM 559.742188 1550055060.5456
MEM 559.742188 1550055060.6466
MEM 559.742188 1550055060.7482
MEM 559.742188 1550055060.8494
MEM 559.742188 1550055060.9498
MEM 559.742188 1550055061.0501
MEM 559.742188 1550055061.1504
MEM 559.742188 1550055061.2508
MEM 559.742188 1550055061.3510
